int_id,url,left,result,,right,center1,center2,year,birth,loc,genrei,author,source,corp_index,sub_query_index,id,group_id,compose_doc_id
5199,http://m.livejournal.com/read/user/almacubana/14496,Пожалуй одна из самых,стоящих,биеналли,"- на башне "" федерация "" , экстримальный спуск на внешнем подьемнике , вследствии сломанного",стоящих,биеналли,2007,1987,Москва,blog,almacubana,lj,41,72200,3181337,,40_21792360
5082,http://m.livejournal.com/read/user/ru_conformism/10167/comments/p1,Нормальный человек на Венецианскую,архитектурную,биенналь,"в жизни не поедет , это все еврейские нонкомформистские штучки .",архитектурную,биенналь,2008,0,Москва,blog,ostrea,lj,41,72200,32768705,,40_19861281
47,http://m.livejournal.com/read/user/karamazoff_an/80880,Вчера сходил на главный проект 3-ей,Московской,биеннали,"современного искусства "" Против исключения "" , который проходит в центре современной культуры",Московской,биеннали,2009,1985,Москва,blog,karamazoff_an,lj,41,72200,4060622,,38_510775
48,http://m.livejournal.com/read/user/karamazoff_an/80880,"современного искусства . Видимо для этого Жан-Юбер Мартен , главный куратор 3-ей",Московской,биеннали,", и решил собрать их всех в одном месте - зрелище получилось",Московской,биеннали,2009,1985,Москва,blog,karamazoff_an,lj,41,72200,4060622,,38_510775
4596,http://m.livejournal.com/read/user/photoskop/1616,в Екатеринбурге по крайне мере было в ГЦСИ в рамках,Московской,биеналии,"в инсталяциях в бабушке , что вяжет свой носок- фрактал , все",Московской,биеналии,2011,0,Москва,blog,photoskop,lj,41,72200,33884896,,40_12907144
4332,http://m.livejournal.com/read/user/lamadama/102859,"друзьями поехали еще и в Гараж , на Менделеевской , на 3",Московскую,биенналю,современного искусства . После сугубо физических реалий предыдущей инсталяции метафорические абстракции,Московскую,биенналю,2009,0,Москва,blog,lamadama,lj,41,72200,23185126,,40_10010137
6655,http://m.livejournal.com/read/user/ami_jah/26740,Посетила третью,московскую,биенналю,". Что-то забавно , что-то интересно , что-то скучновато . Многолюдно чрезвычайно . Часть экспозиций",московскую,биенналю,2009,0,NA,blog,ami_jah,lj,41,72200,3468540,,40_42996362
6195,http://m.livejournal.com/read/user/percovka/60148/comments/p1,поэмы про каннский биенале и вдохновили меня на слова про,поэтичеаскую,биеналю,,поэтичеаскую,биеналю,2005,0,NA,blog,percovka,lj,41,72200,33625136,,40_36085351
6484,http://m.livejournal.com/read/user/janez/178212,"монохром , печатаю в придворном ларьке и шагаю выставляться на следующую",сибирскую,биеналю,". Впрочем , нет , надо будет кое-что переснять - смазов и шевеленки маловато",сибирскую,биеналю,2007,0,Россия,blog,janez,lj,41,72200,19348497,,40_40275196
31,http://m.livejournal.com/read/user/stepanova81/248985,как ... . Ну что лучше мне не становится(((( я уже даже,теплый,Боржом,через трубочку пила беееееее Чует моя жопен что без шпилен,теплый,Боржом,2013,0,Зимбабве,blog,stepanova81,lj,41,72248,8138042,,38_8566502
43,http://m.livejournal.com/read/user/markiza_d_s/610748,"надо провести сказочную хрень под названием тюбаж . короче , натощак выжирается",теплый,боржом,", а потом полтора часа под одеялом ... и так раз 10",теплый,боржом,2012,0,Россия,blog,markiza_d_s,lj,41,72248,21240695,,39_4038827
50,http://m.livejournal.com/read/user/gmika/8553/comments/p2,как это !? Есть же,Русский,БоржомЪ,! К тому же Боржоми мы не на всегда потеряли ) Вон,Русский,БоржомЪ,2006,0,NA,blog,aleshru,lj,41,72248,2049471,,39_5296501
76,http://m.livejournal.com/read/user/bafut_spb/60261,"году случилось наконец - то , и я попробовал боржом из источника -",горячий,боржом,"и холодный боржом , пей хоть упейся . Что-то знакомое в этом",горячий,боржом,2013,0,NA,blog,bafut_spb,lj,41,72248,4565775,,39_12836355
